8039,10.0000000063742,0,
8038,10.0000000063742,0,
8038,10.0000000061815,0,
8037,10.0000000066997,0,
8037,10.0000000067572,0,
8037,10.0000000063528,0,
8037,10.0000000067352,0,
8037,10.0000000065661,0,
8037,10.0000000061815,0,
8037,10.0000000065014,0,
8037,10.0000000064201,0,
8037,10.0000000062626,0,
8037,10.0000000063078,0,
8037,10.0000000065233,0,
8037,10.0000000060059,0,
8037,10.0000000065835,0,
8037,10.0000000064472,0,
8037,10.0000000065165,0,
8037,10.0000000063742,0,
8034,10.0000000064175,0,
8034,10.0000000064175,0,
8034,10.0000000066997,0,
8034,10.0000000066997,0,
8034,10.0000000067263,0,
8034,10.000000006587,0,
8034,10.0000000064471,0,
8034,10.0000000062309,0,
8034,10.0000000066226,0,
8034,10.0000000065947,0,
8034,10.0000000064812,0,
8034,10.0000000062797,0,
8034,10.0000000063249,0,
8034,10.0000000067572,0,
8034,10.0000000067189,0,
8034,10.0000000066271,0,
8034,10.0000000061821,0,
8034,10.0000000063112,0,
8034,10.0000000063853,0,
8034,10.0000000063735,0,
8034,10.000000006279,0,
8034,10.0000000063528,0,
8034,10.0000000066748,0,
8034,10.0000000066905,0,
8034,10.0000000063477,0,
8034,10.000000006455,0,
8034,10.0000000061575,0,
8034,10.0000000064603,0,
8034,10.0000000064081,0,
8034,10.0000000066732,0,
8034,10.0000000067352,0,
8034,10.0000000063237,0,
8034,10.0000000063125,0,
8034,10.0000000065542,0,
8034,10.0000000065292,0,
8034,10.0000000065292,0,
8034,10.0000000066031,0,
8034,10.0000000063774,0,
8034,10.0000000067509,0,
8034,10.0000000067509,0,
8034,10.0000000065661,0,
8034,10.0000000064668,0,
8034,10.0000000063,0,
8034,10.00000000672,0,
8034,10.0000000065638,0,
8034,10.0000000065211,0,
8034,10.0000000065211,0,
8034,10.0000000064689,0,
8034,10.0000000061815,0,
8034,10.0000000061815,0,
8034,10.0000000064904,0,
8034,10.0000000065183,0,
8034,10.00000000655,0,
8034,10.0000000062361,0,
8034,10.0000000068736,0,
8034,10.000000006969,0,
8034,10.0000000063392,0,
8034,10.0000000063392,0,
8034,10.0000000065014,0,
